32278	Accipitridae	Hieraaetus	morphnoides	Hieraaetus morphnoides	Little Eagle
32233	Accipitridae	Hieraaetus	weiskei	Hieraaetus weiskei	New Guinea Hawk-eagle
3545	Accipitridae	Hieraaetus	ayresii	Hieraaetus ayresii	Ayres's Hawk-eagle
3546	Accipitridae	Hieraaetus	kienerii	Hieraaetus kienerii	Rufous-bellied Eagle
3367	Accipitridae	Ichthyophaga	humilis	Ichthyophaga humilis	Lesser Fish-eagle
3368	Accipitridae	Ichthyophaga	ichthyaetus	Ichthyophaga ichthyaetus	Grey-headed Fish-eagle
3529	Accipitridae	Ictinaetus	malayensis	Ictinaetus malayensis	Black Eagle
3351	Accipitridae	Ictinia	mississippiensis	Ictinia mississippiensis	Mississippi Kite
3352	Accipitridae	Ictinia	plumbea	Ictinia plumbea	Plumbeous Kite
3414	Accipitridae	Kaupifalco	monogrammicus	Kaupifalco monogrammicus	Lizard Buzzard
3330	Accipitridae	Leptodon	cayanensis	Leptodon cayanensis	Grey-headed Kite
9837	Accipitridae	Leptodon	forbesi	Leptodon forbesi	White-collared Kite
3477	Accipitridae	Leucopternis	plumbeus	Leucopternis plumbeus	Plumbeous Hawk
3478	Accipitridae	Leucopternis	schistaceus	Leucopternis schistaceus	Slate-coloured Hawk
3479	Accipitridae	Leucopternis	princeps	Leucopternis princeps	Barred Hawk
3480	Accipitridae	Leucopternis	melanops	Leucopternis melanops	Black-faced Hawk
3481	Accipitridae	Leucopternis	kuhli	Leucopternis kuhli	White-browed Hawk
3482	Accipitridae	Leucopternis	lacernulatus	Leucopternis lacernulatus	White-necked Hawk
3483	Accipitridae	Leucopternis	semiplumbeus	Leucopternis semiplumbeus	Semiplumbeous Hawk
3484	Accipitridae	Leucopternis	albicollis	Leucopternis albicollis	White Hawk
3485	Accipitridae	Leucopternis	occidentalis	Leucopternis occidentalis	Grey-backed Hawk
3486	Accipitridae	Leucopternis	polionotus	Leucopternis polionotus	Mantled Hawk
3549	Accipitridae	Lophaetus	occipitalis	Lophaetus occipitalis	Long-crested Eagle
3337	Accipitridae	Lophoictinia	isura	Lophoictinia isura	Square-tailed Kite
3340	Accipitridae	Macheiramphus	alcinus	Macheiramphus alcinus	Bat Hawk
3470	Accipitridae	Megatriorchis	doriae	Megatriorchis doriae	Doria's Goshawk
3415	Accipitridae	Melierax	metabates	Melierax metabates	Dark Chanting-goshawk
3416	Accipitridae	Melierax	poliopterus	Melierax poliopterus	Eastern Chanting-goshawk
3417	Accipitridae	Melierax	canorus	Melierax canorus	Pale Chanting-goshawk
31033	Accipitridae	Melierax	canorus	Melierax canorus	\N
3418	Accipitridae	Melierax	gabar	Melierax gabar	Gabar Goshawk
3353	Accipitridae	Milvus	milvus	Milvus milvus	Red Kite
32403	Accipitridae	Milvus	fasciicauda	Milvus fasciicauda	\N
3355	Accipitridae	Milvus	migrans	Milvus migrans	Black Kite
32412	Accipitridae	Milvus	aegyptius	Milvus aegyptius	Yellow-billed Kite
32423	Accipitridae	Milvus	migrans	Milvus migrans	\N
3356	Accipitridae	Milvus	lineatus	Milvus lineatus	Black-eared Kite
80042	Accipitridae	Milvus		Milvus sp. 	\N
3525	Accipitridae	Morphnus	guianensis	Morphnus guianensis	Crested Eagle
3372	Accipitridae	Necrosyrtes	monachus	Necrosyrtes monachus	Hooded Vulture
3371	Accipitridae	Neophron	percnopterus	Neophron percnopterus	Egyptian Vulture
3324	Accipitridae	Pandion	haliaetus	Pandion haliaetus	Osprey
3492	Accipitridae	Parabuteo	unicinctus	Parabuteo unicinctus	Harris's Hawk
3334	Accipitridae	Pernis	apivorus	Pernis apivorus	European Honey-buzzard
3335	Accipitridae	Pernis	ptilorhyncus	Pernis ptilorhyncus	Oriental Honey-buzzard
3336	Accipitridae	Pernis	celebensis	Pernis celebensis	Barred Honey-buzzard
32491	Accipitridae	Pernis	steerei	Pernis steerei	\N
3528	Accipitridae	Pithecophaga	jefferyi	Pithecophaga jefferyi	Philippine Eagle
3547	Accipitridae	Polemaetus	bellicosus	Polemaetus bellicosus	Martial Eagle
3412	Accipitridae	Polyboroides	typus	Polyboroides typus	African Harrier-hawk
3413	Accipitridae	Polyboroides	radiatus	Polyboroides radiatus	Madagascar Harrier-hawk
3347	Accipitridae	Rostrhamus	sociabilis	Rostrhamus sociabilis	Snail Kite
3562	Accipitridae	Sagittarius	serpentarius	Sagittarius serpentarius	Secretarybird
3383	Accipitridae	Sarcogyps	calvus	Sarcogyps calvus	Red-headed Vulture
31031	Accipitridae	Spilornis	cheela	Spilornis cheela	\N
3390	Accipitridae	Spilornis	cheela	Spilornis cheela	Crested Serpent-eagle
30235	Accipitridae	Spilornis	klossi	Spilornis klossi	South Nicobar Serpent-eagle
3392	Accipitridae	Spilornis	minimus	Spilornis minimus	\N
3393	Accipitridae	Spilornis	kinabaluensis	Spilornis kinabaluensis	Mountain Serpent-eagle
3394	Accipitridae	Spilornis	rufipectus	Spilornis rufipectus	Sulawesi Serpent-eagle
3395	Accipitridae	Spilornis	holospilus	Spilornis holospilus	Philippine Serpent-eagle
3396	Accipitridae	Spilornis	elgini	Spilornis elgini	Andaman Serpent-eagle
3550	Accipitridae	Spizaetus	africanus	Spizaetus africanus	Cassin's Hawk-eagle
3551	Accipitridae	Spizaetus	cirrhatus	Spizaetus cirrhatus	\N
31546	Accipitridae	Spizaetus	cirrhatus	Spizaetus cirrhatus	Changeable Hawk-eagle
