WBDB	FAMNAME	SCINAME	COMMONNAME	FAMSEQ	GENSEQ	AUTHORITY	STADESC	SEQ	GENRECID	GENFAMRID	GENNAME	SPCSPECIES	EURING	ADVEURINGS	HRSPEC	SELECTABLE	AOU	BWP	CHRISTIDIS	DFW	ROBERTSON	SIBLEY	STOTZ	TURBOTT	OTHER_CL
6966	Troglodytidae	Thryothorus longirostris	Long-billed Wren	168	1689	Vieillot 1818	recognised	83080	1946	168	Thryothorus	longirostris			0	1	0	0	0	0	0	1	1	0	0
6967	Troglodytidae	Thryothorus griseus	Grey Wren	168	1689	Todd 1925	recognised	83090	1946	168	Thryothorus	griseus			0	1	0	0	0	0	0	1	1	0	0
6968	Troglodytidae	Troglodytes troglodytes	Winter Wren	168	1690	Linnaeus 1758	recognised	83100	1989	168	Troglodytes	troglodytes	10660		0	1	1	1	0	0	0	1	1	0	0
6939	Troglodytidae	Troglodytes sissonii	Socorro Wren	168	1690	Grayson 1868	recognised	83110	1989	168	Troglodytes	sissonii			0	1	1	0	0	0	0	1	1	0	0
31205	Troglodytidae	Troglodytes aedon		168	1690		not recognised	83120	1989	168	Troglodytes	aedon			0	0	1	0	0	0	0	1	1	0	0
6969	Troglodytidae	Troglodytes aedon	House Wren	168	1690	Vieillot 1809	recognised	83130	1989	168	Troglodytes	aedon	10650		0	1	0	0	0	0	0	0	0	0	1
9769	Troglodytidae	Troglodytes cobbi	Cobb's Wren	168	1690	Chubb 1909	recognised	83140	1989	168	Troglodytes	cobbi			0	1	0	0	0	0	0	0	0	0	1
31395	Troglodytidae	Troglodytes beani		168	1690		not recognised	83150	1989	168	Troglodytes	beani			0	1	0	0	0	0	0	0	1	0	0
30050	Troglodytidae	Troglodytes martinicensis		168	1690		not recognised	83160	1989	168	Troglodytes	martinicensis			0	1	0	0	0	0	0	0	1	0	0
6970	Troglodytidae	Troglodytes tanneri	Clarion Wren	168	1690	Townsend 1890	recognised	83170	1989	168	Troglodytes	tanneri			0	1	1	0	0	0	0	1	1	0	0
6971	Troglodytidae	Troglodytes rufociliatus	Rufous-browed Wren	168	1690	Sharpe 1881	recognised	83180	1989	168	Troglodytes	rufociliatus			0	1	1	0	0	0	0	1	1	0	0
6972	Troglodytidae	Troglodytes ochraceus	Ochraceous Wren	168	1690	Ridgway 1882	recognised	83190	1989	168	Troglodytes	ochraceus			0	1	1	0	0	0	0	1	1	0	0
6973	Troglodytidae	Troglodytes monticola	Santa Marta Wren	168	1690	Bangs 1899	recognised	83200	1989	168	Troglodytes	monticola			0	1	0	0	0	0	0	1	1	0	0
6974	Troglodytidae	Troglodytes solstitialis	Mountain Wren	168	1690	Sclater 1859	recognised	83210	1989	168	Troglodytes	solstitialis			0	1	0	0	0	0	0	1	1	0	0
6975	Troglodytidae	Troglodytes rufulus	Tepui Wren	168	1690	Cabanis 1849	recognised	83220	1989	168	Troglodytes	rufulus			0	1	0	0	0	0	0	1	1	0	0
6977	Troglodytidae	Uropsila leucogastra	White-bellied Wren	168	1692	Goul 1837	recognised	83240	2021	168	Uropsila	leucogastra			0	1	1	0	0	0	0	1	1	0	0
1022	Trogonidae	Apalharpactes reinwardtii	Javan Trogon	82	819	Temminck 1822	recognised	37130	30030	82	Apalharpactes	reinwardtii			0	1	0	0	0	0	0	0	0	0	1
31109	Trogonidae	Apalharpactes mackloti	Sumatran Trogon	82	819	Müller 1835	recognised	37140	30030	82	Apalharpactes	mackloti			0	1	0	0	0	0	0	0	0	0	1
994	Trogonidae	Apaloderma narina	Narina Trogon	82	817	Stephens 1815	recognised	36990	118	82	Apaloderma	narina	30470		0	1	0	0	0	1	0	1	0	0	0
995	Trogonidae	Apaloderma aequatoriale	Bare-cheeked Trogon	82	817	Sharpe 1901	recognised	37000	118	82	Apaloderma	aequatoriale	30460		0	1	0	0	0	1	0	1	0	0	0
996	Trogonidae	Apaloderma vittatum	Bar-tailed Trogon	82	817	Shelley 1882	recognised	37010	118	82	Apaloderma	vittatum	30480		0	1	0	0	0	1	0	1	0	0	0
1002	Trogonidae	Euptilotis neoxenus	Eared Quetzal	82	822	Gould 1838	recognised	37340	671	82	Euptilotis	neoxenus			0	1	1	0	0	0	0	1	1	0	0
31108	Trogonidae	Harpactes reinwardtii		82	818	Temminck 1822	not recognised	37020	804	82	Harpactes	reinwardtii			0	1	0	0	0	0	0	1	0	0	0
1023	Trogonidae	Harpactes fasciatus	Malabar Trogon	82	818	Pennant 1769	recognised	37030	804	82	Harpactes	fasciatus			0	1	0	0	0	0	0	1	0	0	0
1024	Trogonidae	Harpactes kasumba	Red-naped Trogon	82	818	Raffles 1822	recognised	37040	804	82	Harpactes	kasumba			0	1	0	0	0	0	0	1	0	0	0
1025	Trogonidae	Harpactes diardii	Diard's Trogon	82	818	Temminck 1832	recognised	37050	804	82	Harpactes	diardii			0	1	0	0	0	0	0	1	0	0	0
1026	Trogonidae	Harpactes ardens	Philippine Trogon	82	818	Temminck 1826	recognised	37060	804	82	Harpactes	ardens			0	1	0	0	0	0	0	1	0	0	0
1027	Trogonidae	Harpactes whiteheadi	Whitehead's Trogon	82	818	Sharpe 1888	recognised	37070	804	82	Harpactes	whiteheadi			0	1	0	0	0	0	0	1	0	0	0
1028	Trogonidae	Harpactes orrhophaeus	Cinnamon-rumped Trogon	82	818	Cabanis & Heine 1863	recognised	37080	804	82	Harpactes	orrhophaeus			0	1	0	0	0	0	0	1	0	0	0
1029	Trogonidae	Harpactes duvaucelii	Scarlet-rumped Trogon	82	818	Temminck 1824	recognised	37090	804	82	Harpactes	duvaucelii			0	1	0	0	0	0	0	1	0	0	0
1030	Trogonidae	Harpactes oreskios	Orange-breasted Trogon	82	818	Temminck 1823	recognised	37100	804	82	Harpactes	oreskios			0	1	0	0	0	0	0	1	0	0	0
1031	Trogonidae	Harpactes erythrocephalus	Red-headed Trogon	82	818	Gould 1834	recognised	37110	804	82	Harpactes	erythrocephalus			0	1	0	0	0	0	0	1	0	0	0
1032	Trogonidae	Harpactes wardi	Ward's Trogon	82	818	Kinnear 1927	recognised	37120	804	82	Harpactes	wardi			0	1	0	0	0	0	0	1	0	0	0
997	Trogonidae	Pharomachrus mocinno	Resplendent Quetzal	82	823	de la Llave 1832	recognised	37350	1442	82	Pharomachrus	mocinno			0	1	1	0	0	0	0	1	1	0	0
998	Trogonidae	Pharomachrus antisianus	Crested Quetzal	82	823	d'Orbigny 1837	recognised	37360	1442	82	Pharomachrus	antisianus			0	1	0	0	0	0	0	1	1	0	0
999	Trogonidae	Pharomachrus fulgidus	White-tipped Quetzal	82	823	Gould 1838	recognised	37370	1442	82	Pharomachrus	fulgidus			0	1	0	0	0	0	0	1	1	0	0
1000	Trogonidae	Pharomachrus auriceps	Golden-headed Quetzal	82	823	Gould 1842	recognised	37380	1442	82	Pharomachrus	auriceps			0	1	1	0	0	0	0	1	1	0	0
1001	Trogonidae	Pharomachrus pavoninus	Pavonine Quetzal	82	823	Spix 1824	recognised	37390	1442	82	Pharomachrus	pavoninus			0	1	0	0	0	0	0	1	1	0	0
1003	Trogonidae	Priotelus temnurus	Cuban Trogon	82	820	Temminck 1825	recognised	37150	1577	82	Priotelus	temnurus			0	1	1	0	0	0	0	1	1	0	0
1004	Trogonidae	Priotelus roseigaster	Hispaniolan Trogon	82	820	Vieillot 1817	recognised	37160	1577	82	Priotelus	roseigaster			0	1	1	0	0	0	0	1	1	0	0
1005	Trogonidae	Trogon massena	Slaty-tailed Trogon	82	821	Gould 1838	recognised	37170	1990	82	Trogon	massena			0	1	1	0	0	0	0	1	1	0	0
1006	Trogonidae	Trogon melanurus	Black-tailed Trogon	82	821	Swainson 1838	recognised	37180	1990	82	Trogon	melanurus	27640		0	1	1	0	0	0	0	1	1	0	0
1007	Trogonidae	Trogon clathratus	Lattice-tailed Trogon	82	821	Salvin 1856	recognised	37190	1990	82	Trogon	clathratus			0	1	1	0	0	0	0	1	1	0	0
1008	Trogonidae	Trogon comptus	White-eyed Trogon	82	821	Zimmer 1948	recognised	37200	1990	82	Trogon	comptus			0	1	0	0	0	0	0	1	1	0	0
1009	Trogonidae	Trogon bairdii	Baird's Trogon	82	821	Lawrence 1868	recognised	37210	1990	82	Trogon	bairdii			0	1	1	0	0	0	0	1	1	0	0
1010	Trogonidae	Trogon viridis	White-tailed Trogon	82	821	Linnaeus 1766	recognised	37220	1990	82	Trogon	viridis			0	1	1	0	0	0	0	1	1	0	0
1011	Trogonidae	Trogon citreolus	Citreoline Trogon	82	821	Gould 1835	recognised	37230	1990	82	Trogon	citreolus			0	1	1	0	0	0	0	1	1	0	0
1012	Trogonidae	Trogon melanocephalus	Black-headed Trogon	82	821	Gould 1836	recognised	37240	1990	82	Trogon	melanocephalus			0	1	1	0	0	0	0	1	1	0	0
1013	Trogonidae	Trogon mexicanus	Mountain Trogon	82	821	Swainson 1827	recognised	37250	1990	82	Trogon	mexicanus	8240		0	1	1	0	0	0	0	1	1	0	0
1014	Trogonidae	Trogon elegans	Elegant Trogon	82	821	Gould 1834	recognised	37260	1990	82	Trogon	elegans	8250		0	1	1	0	0	0	0	1	1	0	0
1015	Trogonidae	Trogon collaris	Collared Trogon	82	821	Vieillot 1817	recognised	37270	1990	82	Trogon	collaris			0	1	1	0	0	0	0	1	1	0	0
1016	Trogonidae	Trogon aurantiiventris	Orange-bellied Trogon	82	821	Gould 1856	recognised	37280	1990	82	Trogon	aurantiiventris			0	1	1	0	0	0	0	1	1	0	0
1017	Trogonidae	Trogon personatus	Masked Trogon	82	821	Gould 1842	recognised	37290	1990	82	Trogon	personatus			0	1	0	0	0	0	0	1	1	0	0
1018	Trogonidae	Trogon rufus	Black-throated Trogon	82	821	Gmelin 1788	recognised	37300	1990	82	Trogon	rufus			0	1	1	0	0	0	0	1	1	0	0
1019	Trogonidae	Trogon surrucura	Surucua Trogon	82	821	Vieillot 1817	recognised	37310	1990	82	Trogon	surrucura			0	1	0	0	0	0	0	1	1	0	0
1020	Trogonidae	Trogon curucui	Blue-crowned Trogon	82	821	Linnaeus 1766	recognised	37320	1990	82	Trogon	curucui			0	1	0	0	0	0	0	1	1	0	0
1021	Trogonidae	Trogon violaceus	Violaceous Trogon	82	821	Gmelin 1788	recognised	37330	1990	82	Trogon	violaceus			0	1	1	0	0	0	0	1	1	0	0
6453	Turdidae	Alethe poliocephala	Brown-chested Alethe	175	1763	Bonaparte 1850	recognised	87320	57	175	Alethe	poliocephala			0	1	0	0	0	1	0	1	0	0	0
6454	Turdidae	Alethe poliophrys	Red-throated Alethe	175	1763	Sharpe 1902	recognised	87330	57	175	Alethe	poliophrys			0	1	0	0	0	1	0	1	0	0	0
6455	Turdidae	Alethe fuelleborni	White-chested Alethe	175	1763	Reichenow 1900	recognised	87340	57	175	Alethe	fuelleborni			0	1	0	0	0	1	0	1	0	0	0
6456	Turdidae	Alethe choloensis	Thyolo Alethe	175	1763	Sclater 1927	recognised	87350	57	175	Alethe	choloensis			0	1	0	0	0	1	0	1	0	0	0
6458	Turdidae	Alethe castanea		175	1763	Cassin 1856	not recognised	87355	57	175	Alethe	castanea			0	1	0	0	0	0	0	1	0	0	0
31216	Turdidae	Alethe diademata		175	1763		not recognised	87360	57	175	Alethe	diademata			0	0	0	0	0	0	0	1	0	0	0
6457	Turdidae	Alethe diademata	White-tailed Alethe	175	1763	Bonaparte 1850	recognised	87380	57	175	Alethe	diademata	30150		0	1	0	0	0	1	0	0	0	0	0
6447	Turdidae	Brachypteryx stellata	Gould's Shortwing	175	1761	Gould 1868	recognised	87260	206	175	Brachypteryx	stellata	10970		0	1	0	0	0	0	0	1	0	0	0
6448	Turdidae	Brachypteryx hyperythra	Rusty-bellied Shortwing	175	1761	Jerdon & Blyth 1861	recognised	87270	206	175	Brachypteryx	hyperythra			0	1	0	0	0	0	0	1	0	0	0
6449	Turdidae	Brachypteryx major	White-bellied Shortwing	175	1761	Jerdon 1844	recognised	87280	206	175	Brachypteryx	major			0	1	0	0	0	0	0	1	0	0	0
6450	Turdidae	Brachypteryx leucophrys	Lesser Shortwing	175	1761	Temminck 1827	recognised	87290	206	175	Brachypteryx	leucophrys			0	1	0	0	0	0	0	1	0	0	0
6451	Turdidae	Brachypteryx montana	White-browed Shortwing	175	1761	Horsfield 1822	recognised	87300	206	175	Brachypteryx	montana	10980		0	1	0	0	0	0	0	1	0	0	0
6341	Turdidae	Cataponera turdoides	Sulawesi Thrush	175	1747	Hartert 1896	recognised	86070	292	175	Cataponera	turdoides			0	1	0	0	0	0	0	1	0	0	0
6363	Turdidae	Catharus gracilirostris	Black-billed Nightingale-thrush	175	1751	Salvin 1865	recognised	86250	296	175	Catharus	gracilirostris			0	1	1	0	0	0	0	1	1	0	0
6364	Turdidae	Catharus aurantiirostris	Orange-billed Nightingale-thrush	175	1751	Hartlaub 1850	recognised	86260	296	175	Catharus	aurantiirostris	11800		0	1	1	0	0	0	0	1	1	0	0
6365	Turdidae	Catharus fuscater	Slaty-backed Nightingale-thrush	175	1751	Lafresnaye 1845	recognised	86270	296	175	Catharus	fuscater			0	1	1	0	0	0	0	1	1	0	0
6366	Turdidae	Catharus occidentalis	Russet Nightingale-thrush	175	1751	Sclater 1859	recognised	86280	296	175	Catharus	occidentalis	11810		0	1	1	0	0	0	0	1	1	0	0
6367	Turdidae	Catharus frantzii	Ruddy-capped Nightingale-thrush	175	1751	Cabanis 1861	recognised	86290	296	175	Catharus	frantzii			0	1	1	0	0	0	0	1	1	0	0
6368	Turdidae	Catharus mexicanus	Black-headed Nightingale-thrush	175	1751	Bonaparte 1856	recognised	86300	296	175	Catharus	mexicanus			0	1	1	0	0	0	0	1	1	0	0
6369	Turdidae	Catharus dryas	Spotted Nightingale-thrush	175	1751	Gould 1855	recognised	86310	296	175	Catharus	dryas			0	1	1	0	0	0	0	1	1	0	0
6370	Turdidae	Catharus fuscescens	Veery	175	1751	Stephens 1817	recognised	86320	296	175	Catharus	fuscescens	11790		0	1	1	1	0	0	0	1	1	0	0
31214	Turdidae	Catharus minimus		175	1751		not recognised	86330	296	175	Catharus	minimus			0	0	0	1	0	0	0	1	1	0	0
6371	Turdidae	Catharus minimus	Grey-cheeked Thrush	175	1751	Lafresnaye 1848	recognised	86340	296	175	Catharus	minimus	11780	11781	0	1	1	0	0	0	0	0	0	0	0
30034	Turdidae	Catharus bicknelli	Bicknell's Thrush	175	1751	Ridgway 1882	recognised	86350	296	175	Catharus	bicknelli	11782		0	1	1	0	0	0	0	0	1	0	0
6372	Turdidae	Catharus ustulatus	Swainson's Thrush	175	1751	Nuttall 1840	recognised	86360	296	175	Catharus	ustulatus	11770		0	1	1	1	0	0	0	1	1	0	0
6373	Turdidae	Catharus guttatus	Hermit Thrush	175	1751	Pallas 1811	recognised	86370	296	175	Catharus	guttatus	11760		0	1	1	1	0	0	0	1	1	0	0
6261	Turdidae	Chaetops frenatus	Cape Rock-jumper	175	1661	Temminck 1826	recognised	85360	324	175	Chaetops	frenatus			0	1	0	0	0	0	0	1	0	0	0
31206	Turdidae	Chaetops frenatus		175	1661		not recognised	85370	324	175	Chaetops	frenatus			0	0	0	0	0	1	0	0	0	0	0
6262	Turdidae	Chaetops aurantius	Drakensberg Rockjumper	175	1661	Layard 1867	recognised	85380	324	175	Chaetops	aurantius			0	1	0	0	0	0	0	1	0	0	0
6446	Turdidae	Chlamydochaera jefferyi	Fruit-hunter	175	1760	Sharpe 1887	recognised	87250	354	175	Chlamydochaera	jefferyi			0	1	0	0	0	0	0	1	0	0	0
6343	Turdidae	Cichlherminia lherminieri	Forest Thrush	175	1758	Lafresnaye 1844	recognised	87200	386	175	Cichlherminia	lherminieri			0	1	1	0	0	0	0	1	1	0	0
6360	Turdidae	Cichlopsis leucogenys	Rufous-brown Solitaire	175	1750	Cabanis 1850	recognised	86405	30161	175	Cichlopsis	leucogenys			0	1	0	0	0	0	0	1	1	0	0
6674	Turdidae	Cochoa purpurea	Purple Cochoa	175	1759	Hodgson 1836	recognised	87210	428	175	Cochoa	purpurea			0	1	0	0	0	0	0	1	0	0	0
6675	Turdidae	Cochoa viridis	Green Cochoa	175	1759	Hodgson 1836	recognised	87220	428	175	Cochoa	viridis			0	1	0	0	0	0	0	1	0	0	0
6676	Turdidae	Cochoa beccarii	Sumatran Cochoa	175	1759	Salvadori 1879	recognised	87230	428	175	Cochoa	beccarii			0	1	0	0	0	0	0	1	0	0	0
6677	Turdidae	Cochoa azurea	Javan Cochoa	175	1759	Temminck 1824	recognised	87240	428	175	Cochoa	azurea			0	1	0	0	0	0	0	1	0	0	0
6361	Turdidae	Entomodestes leucotis	White-eared Solitaire	175	1753	Tschudi 1844	recognised	86390	621	175	Entomodestes	leucotis			0	1	0	0	0	0	0	1	1	0	0
6362	Turdidae	Entomodestes coracinus	Black Solitaire	175	1753	Berlepsch 1897	recognised	86400	621	175	Entomodestes	coracinus			0	1	0	0	0	0	0	1	1	0	0
6303	Turdidae	Geomalia heinrichi	Geomalia	175	1745	Stresemann 1931	recognised	85540	728	175	Geomalia	heinrichi			0	1	0	0	0	0	0	1	0	0	0
6452	Turdidae	Heinrichia calligyna	Great Shortwing	175	1762	Stresemann 1931	recognised	87310	810	175	Heinrichia	calligyna			0	1	0	0	0	0	0	1	0	0	0
6374	Turdidae	Hylocichla mustelina	Wood Thrush	175	1752	Gmelin 1789	recognised	86380	30056	175	Hylocichla	mustelina	11750		0	1	1	1	0	0	0	1	1	0	0
6347	Turdidae	Myadestes myadestinus	Kamao	175	1749	Stejneger 1887	recognised	86110	1187	175	Myadestes	myadestinus			0	1	1	0	0	0	0	1	0	0	0
6348	Turdidae	Myadestes woahensis	Amaui	175	1749	Wilson & Evans 1899	recognised	86120	1187	175	Myadestes	woahensis			0	1	1	0	0	0	0	1	0	0	0
6349	Turdidae	Myadestes lanaiensis	Olomao	175	1749	Wilson 1891	recognised	86130	1187	175	Myadestes	lanaiensis			0	1	1	0	0	0	0	1	0	0	0
6350	Turdidae	Myadestes obscurus	Omao	175	1749	Gmelin 1789	recognised	86140	1187	175	Myadestes	obscurus	10430		0	1	1	0	0	0	0	1	1	0	0
6351	Turdidae	Myadestes palmeri	Puaiohi	175	1749	Rothschild 1893	recognised	86150	1187	175	Myadestes	palmeri			0	1	1	0	0	0	0	1	0	0	0
6352	Turdidae	Myadestes townsendi	Townsend's Solitaire	175	1749	Audubon 1838	recognised	86160	1187	175	Myadestes	townsendi	10420		0	1	1	0	0	0	0	1	1	0	0
6353	Turdidae	Myadestes occidentalis	Brown-backed Solitaire	175	1749	Stejneger 1882	recognised	86170	1187	175	Myadestes	occidentalis			0	1	1	0	0	0	0	1	0	0	0
6354	Turdidae	Myadestes elisabeth	Cuban Solitaire	175	1749	Lembeye 1850	recognised	86180	1187	175	Myadestes	elisabeth			0	1	1	0	0	0	0	1	1	0	0
6355	Turdidae	Myadestes genibarbis	Rufous-throated Solitaire	175	1749	Swainson 1838	recognised	86190	1187	175	Myadestes	genibarbis			0	1	1	0	0	0	0	1	1	0	0
6356	Turdidae	Myadestes melanops	Black-faced Solitaire	175	1749	Salvin 1865	recognised	86200	1187	175	Myadestes	melanops			0	1	1	0	0	0	0	1	1	0	0
6357	Turdidae	Myadestes coloratus	Varied Solitaire	175	1749	Nelson 1912	recognised	86210	1187	175	Myadestes	coloratus			0	1	1	0	0	0	0	1	1	0	0
6358	Turdidae	Myadestes ralloides	Andean Solitaire	175	1749	D'Orbigny 1840	recognised	86220	1187	175	Myadestes	ralloides			0	1	0	0	0	0	0	1	1	0	0
6359	Turdidae	Myadestes unicolor	Slate-coloured Solitaire	175	1749	Sclater 1857	recognised	86230	1187	175	Myadestes	unicolor			0	1	1	0	0	0	0	1	1	0	0
6296	Turdidae	Myophonus blighi	Sri Lanka Whistling-thrush	175	1744	Holdsworth 1872	recognised	85440	1198	175	Myophonus	blighi			0	1	0	0	0	0	0	1	0	0	0
6297	Turdidae	Myophonus melanurus	Shiny Whistling-thrush	175	1744	Salvadori 1879	recognised	85450	1198	175	Myophonus	melanurus			0	1	0	0	0	0	0	1	0	0	0
6298	Turdidae	Myophonus glaucinus		175	1744	Temminck 1823	not recognised	85460	1198	175	Myophonus	glaucinus			0	0	0	0	0	0	0	1	0	0	0
32148	Turdidae	Myophonus glaucinus	Javan Whistling Thrush	175	1744	Temminck 1823	recognised	85470	1198	175	Myophonus	glaucinus			0	1	0	0	0	0	0	0	0	0	1
31813	Turdidae	Myophonus castaneus	Chestnut-winged Whistling-thrush	175	1744	Wardlaw Ramsay 1880	recognised	85480	1198	175	Myophonus	castaneus			0	1	0	0	0	0	0	0	0	0	1
31814	Turdidae	Myophonus borneensis	Bornean Whistling-thrush	175	1744	P.L. Sclater 1885	recognised	85490	1198	175	Myophonus	borneensis			0	1	0	0	0	0	0	0	0	0	1
6299	Turdidae	Myophonus robinsoni	Malaysian Whistling-thrush	175	1744	Ogilvie-Grant 1905	recognised	85500	1198	175	Myophonus	robinsoni			0	1	0	0	0	0	0	1	0	0	0
6300	Turdidae	Myophonus horsfieldii	Malabar Whistling-thrush	175	1744	Vigors 1831	recognised	85510	1198	175	Myophonus	horsfieldii			0	1	0	0	0	0	0	1	0	0	0
6301	Turdidae	Myophonus caeruleus	Blue Whistling-thrush	175	1744	Scopoli 1786	recognised	85520	1198	175	Myophonus	caeruleus	11670		0	1	0	0	0	0	0	1	0	0	0
6302	Turdidae	Myophonus insularis	Taiwan Whistling-thrush	175	1744	Gould 1862	recognised	85530	1198	175	Myophonus	insularis			0	1	0	0	0	0	0	1	0	0	0
6278	Turdidae	Neocossyphus finschii		175	1742	Sharpe 1870	not recognised	85390	1234	175	Neocossyphus	finschii	33670		0	1	0	0	0	0	0	1	0	0	0
31207	Turdidae	Neocossyphus fraseri		175	1742		not recognised	85400	1234	175	Neocossyphus	fraseri	33680		0	1	0	0	0	0	0	1	0	0	0
6280	Turdidae	Neocossyphus rufus	Red-tailed Ant-thrush	175	1742	Fischer & Reichenow 1884	recognised	85410	1234	175	Neocossyphus	rufus	33700		0	1	0	0	0	1	0	1	0	0	0
6281	Turdidae	Neocossyphus poensis	White-tailed Ant-thrush	175	1742	Strickland 1844	recognised	85420	1234	175	Neocossyphus	poensis	33690		0	1	0	0	0	1	0	1	0	0	0
6342	Turdidae	Nesocichla eremita	Tristan Thrush	175	1757	Gould 1855	recognised	87190	1256	175	Nesocichla	eremita			0	1	0	0	0	0	0	1	0	0	0
6377	Turdidae	Psophocichla litsitsirupa	Groundscraper Thrush	175	1755	Smith 1836	recognised	86430	1626	175	Psophocichla	litsitsirupa			0	1	0	0	0	1	0	1	0	0	0
6344	Turdidae	Sialia sialis	Eastern Bluebird	175	1748	Linnaeus 1758	recognised	86080	1795	175	Sialia	sialis	11340		0	1	1	0	0	0	0	1	1	0	0
6345	Turdidae	Sialia mexicana	Western Bluebird	175	1748	Swainson 1832	recognised	86090	1795	175	Sialia	mexicana	11330		0	1	1	0	0	0	0	1	1	0	0
6346	Turdidae	Sialia currucoides	Mountain Bluebird	175	1748	Bechstein 1798	recognised	86100	1795	175	Sialia	currucoides	11320		0	1	1	0	0	0	0	1	1	0	0
6279	Turdidae	Stizorhina fraseri	Rufous Flycatcher-thrush	175	1743	Strickland 1844	recognised	85430	30064	175	Stizorhina	fraseri			0	1	0	0	0	1	0	0	0	0	0
6378	Turdidae	Turdus pelios	African Thrush	175	1756	Bonaparte 1850	recognised	86460	1996	175	Turdus	pelios	26530	22600	0	1	0	0	0	1	0	1	0	0	0
6379	Turdidae	Turdus tephronotus	Bare-eyed Thrush	175	1756	Cabanis 1878	recognised	86470	1996	175	Turdus	tephronotus			0	1	0	0	0	1	0	1	0	0	0
6386	Turdidae	Turdus bewsheri	Comoro Thrush	175	1756	Newton 1877	recognised	86475	1996	175	Turdus	bewsheri			0	1	0	0	0	1	0	1	0	0	0
6380	Turdidae	Turdus libonyanus	Kurrichane Thrush	175	1756	Smith 1836	recognised	86480	1996	175	Turdus	libonyanus			0	1	0	0	0	1	0	1	0	0	0
6381	Turdidae	Turdus olivaceofuscus	Sao Tome Thrush	175	1756	Hartlaub 1852	recognised	86490	1996	175	Turdus	olivaceofuscus			0	1	0	0	0	1	0	1	0	0	0
31215	Turdidae	Turdus olivaceus		175	1756		not recognised	86500	1996	175	Turdus	olivaceus			0	0	0	0	0	1	0	1	0	0	0
6382	Turdidae	Turdus olivaceus	Olive Thrush	175	1756	Linnaeus 1766	recognised	86505	1996	175	Turdus	olivaceus			0	1	0	0	0	0	0	0	0	0	1
6383	Turdidae	Turdus ludoviciae	Somali Thrush	175	1756	Phillips 1895	recognised	86510	1996	175	Turdus	ludoviciae			0	1	0	0	0	0	0	0	0	0	1
32237	Turdidae	Turdus abyssinicus	Northern Olive Thrush	175	1756	J. F. Gmelin 1789	under review	86520	1996	175	Turdus	abyssinicus			0	1	0	0	0	0	0	0	0	0	1
6384	Turdidae	Turdus helleri	Taita Thrush	175	1756	Mearns 1913	recognised	86530	1996	175	Turdus	helleri			0	1	0	0	0	0	0	0	0	0	1
32238	Turdidae	Turdus roehli		175	1756		not recognised	86540	1996	175	Turdus	roehli			0	1	0	0	0	0	0	0	0	0	1
32236	Turdidae	Turdus smithi	Karoo Thrush	175	1756	Bonaparte 1850	under review	86545	1996	175	Turdus	smithi			0	1	0	0	0	0	0	0	0	0	1
6385	Turdidae	Turdus menachensis	Yemen Thrush	175	1756	Ogilvie-Grant 1913	recognised	86550	1996	175	Turdus	menachensis	11820		0	1	0	0	0	0	0	1	0	0	0
6387	Turdidae	Turdus hortulorum	Grey-backed Thrush	175	1756	Sclater 1863	recognised	86570	1996	175	Turdus	hortulorum	11930		0	1	0	0	0	0	0	1	0	0	0
6388	Turdidae	Turdus unicolor	Tickell's Thrush	175	1756	Tickell 1833	recognised	86580	1996	175	Turdus	unicolor	11830		0	1	0	1	0	0	0	1	0	0	0
6389	Turdidae	Turdus dissimilis	Black-breasted Thrush	175	1756	Blyth 1847	recognised	86590	1996	175	Turdus	dissimilis			0	1	0	0	0	0	0	1	0	0	0
6390	Turdidae	Turdus cardis	Japanese Thrush	175	1756	Temminck 1831	recognised	86600	1996	175	Turdus	cardis	11840		0	1	0	0	0	0	0	1	0	0	0
6391	Turdidae	Turdus albocinctus	White-collared Blackbird	175	1756	Royle 1840	recognised	86610	1996	175	Turdus	albocinctus	11850		0	1	0	0	0	0	0	1	0	0	0
6392	Turdidae	Turdus torquatus	Ring Ouzel	175	1756	Linnaeus 1758	recognised	86620	1996	175	Turdus	torquatus	11860	11861;11862	0	1	0	1	0	1	0	1	0	0	0
6393	Turdidae	Turdus boulboul	Grey-winged Blackbird	175	1756	Latham 1790	recognised	86630	1996	175	Turdus	boulboul			0	1	0	0	0	0	0	1	0	0	0
6394	Turdidae	Turdus merula	Eurasian Blackbird	175	1756	Linnaeus 1758	recognised	86640	1996	175	Turdus	merula	11870	11871;11872	0	1	1	1	1	0	0	1	0	1	0
6395	Turdidae	Turdus poliocephalus	Island Thrush	175	1756	Latham 1801	recognised	86650	1996	175	Turdus	poliocephalus			0	1	0	0	1	0	0	1	0	0	0
6396	Turdidae	Turdus rubrocanus	Chestnut Thrush	175	1756	Hodgson 1846	recognised	86660	1996	175	Turdus	rubrocanus	11880		0	1	0	0	0	0	0	1	0	0	0
6397	Turdidae	Turdus kessleri	White-backed Thrush	175	1756	Przewalski 1876	recognised	86670	1996	175	Turdus	kessleri	11890		0	1	0	0	0	0	0	1	0	0	0
6398	Turdidae	Turdus feae	Grey-sided Thrush	175	1756	Salvadori 1887	recognised	86680	1996	175	Turdus	feae	11920		0	1	0	0	0	0	0	1	0	0	0
6399	Turdidae	Turdus obscurus	Eyebrowed Thrush	175	1756	Gmelin 1789	recognised	86690	1996	175	Turdus	obscurus	11950		0	1	1	1	0	0	0	1	0	0	0
