source	Collecting_Institution	Collection_Date	Receipt_Date	Location	Country	State_Province	Latitude	Longitude	Host_Species	Host_Common_Name	Host_Identifier	Capture_Status	Health	Age	Behavior	Sample_Identifier	Sample_Material	Influenza_Test_Type	Influenza_Test_Result	Other_pathogens_tested_for (other than influenza)	Other_pathogen_test_result (other than influenza)	Habitat	Sex	Host_ID_Type	Sample_Transport_Medium	Strain_Name	Other_Host_and_Sample_Data									
2012_1_01586	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9141	A	H	H	W	217-9141	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01587	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9142	A	H	H	W	217-9142	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01588	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-8999	A	H	H	W	217-8999	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01589	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9000	A	H	H	W	217-9000	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01590	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9001	A	H	H	W	217-9001	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01591	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9002	A	H	H	W	217-9002	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01592	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9003	A	H	H	W	217-9003	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01593	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9004	A	H	H	W	217-9004	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01594	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9005	A	H	H	W	217-9005	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01595	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9006	A	H	H	W	217-9006	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01596	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9007	A	H	H	W	217-9007	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01597	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9009	A	H	H	W	217-9009	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01598	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9010	A	H	H	W	217-9010	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01599	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9011	A	H	H	W	217-9011	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01600	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9012	A	H	H	W	217-9012	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01601	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9013	A	H	H	W	217-9013	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01602	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9014	A	H	H	W	217-9014	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01603	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9015	A	H	H	W	217-9015	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01604	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9016	A	H	H	W	217-9016	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01605	CIP047	6-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9017	A	H	H	W	217-9017	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01606	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9018	A	H	H	W	217-9018	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01607	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9019	A	H	H	W	217-9019	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01608	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9020	A	H	H	W	217-9020	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01609	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9021	A	H	H	W	217-9021	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01610	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9022	A	H	H	W	217-9022	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01611	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9023	A	H	H	W	217-9023	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01612	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9024	A	H	H	W	217-9024	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01613	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9025	A	H	H	W	217-9025	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01614	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9026	A	H	H	W	217-9026	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01615	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9027	A	H	H	W	217-9027	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01616	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9028	A	H	H	W	217-9028	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01617	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9029	A	H	H	W	217-9029	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01618	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9030	A	H	H	W	217-9030	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01619	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9031	A	H	H	W	217-9031	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01620	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9032	A	H	H	W	217-9032	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01621	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9033	A	H	H	W	217-9033	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01622	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9034	A	H	H	W	217-9034	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01623	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9035	A	H	H	W	217-9035	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01624	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9036	A	H	H	W	217-9036	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01625	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9037	A	H	H	W	217-9037	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01626	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9038	A	H	H	W	217-9038	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01627	CIP047	20-7-2011	30-11-2011	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-9039	A	H	H	W	217-9039	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01628	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8383	A	H	U	W	217-8383	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01629	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8386	A	H	U	W	217-8386	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01630	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8390	A	H	U	W	217-8390	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01631	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8392	A	H	U	W	217-8392	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01632	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8398	A	H	U	W	217-8398	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01633	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8399	A	H	U	W	217-8399	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01634	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8400	A	H	U	W	217-8400	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01635	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8401	A	H	U	W	217-8401	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01636	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8402	A	H	U	W	217-8402	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01637	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8403	A	H	U	W	217-8403	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01638	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8406	A	H	U	W	217-8406	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01639	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8409	A	H	U	W	217-8409	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01640	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8410	A	H	U	W	217-8410	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01641	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8419	A	H	U	W	217-8419	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01642	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8420	A	H	U	W	217-8420	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01643	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8425	A	H	U	W	217-8425	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01644	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8438	A	H	U	W	217-8438	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01645	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8439	A	H	U	W	217-8439	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01646	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8444	A	H	U	W	217-8444	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM	"A/Black-headed Gull/Republic of Georgia-EMC/46/2011(HxNx)"										
2012_1_01647	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8446	A	H	U	W	217-8446	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01648	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8448	A	H	U	W	217-8448	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01649	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8450	A	H	U	W	217-8450	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01650	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8451	A	H	U	W	217-8451	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01651	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8453	A	H	U	W	217-8453	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01652	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8454	A	H	U	W	217-8454	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01653	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8457	A	H	U	W	217-8457	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01654	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8459	A	H	U	W	217-8459	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01655	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8460	A	H	U	W	217-8460	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01656	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8461	A	H	U	W	217-8461	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01657	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8384	A	H	U	W	217-8384	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01658	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8385	A	H	U	W	217-8385	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01659	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8387	A	H	U	W	217-8387	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01660	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8388	A	H	U	W	217-8388	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM	"A/Black-headed Gull/Republic of Georgia-EMC/40/2011(HxNx)"										
2012_1_01661	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8389	A	H	U	W	217-8389	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01662	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8391	A	H	U	W	217-8391	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01663	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8393	A	H	U	W	217-8393	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01664	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8394	A	H	U	W	217-8394	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01665	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8395	A	H	U	W	217-8395	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01666	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8396	A	H	U	W	217-8396	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01667	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8404	A	H	U	W	217-8404	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01668	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8405	A	H	U	W	217-8405	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01669	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8407	A	H	U	W	217-8407	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01670	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8408	A	H	U	W	217-8408	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01671	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8411	A	H	U	W	217-8411	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01672	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8412	A	H	U	W	217-8412	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01673	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8413	A	H	U	W	217-8413	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
