source	Collecting_Institution	Collection_Date	Receipt_Date	Location	Country	State_Province	Latitude	Longitude	Host_Species	Host_Common_Name	Host_Identifier	Capture_Status	Health	Age	Behavior	Sample_Identifier	Sample_Material	Influenza_Test_Type	Influenza_Test_Result	Other_pathogens_tested_for (other than influenza)	Other_pathogen_test_result (other than influenza)	Habitat	Sex	Host_ID_Type	Sample_Transport_Medium	Strain_Name	Other_Host_and_Sample_Data									
2010_1_00395	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Sturnus vulgaris	Common Starling	217-645	A	H	A	W	217-645	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00396	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Sturnus vulgaris	Common Starling	217-646	A	H	A	W	217-646	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00397	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Aythya nyroca	Ferruginous duck	217-647	A	H	A	W	217-647	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00398	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Phalacrocorax pygmeus	Pygmy Cormorant	217-659	A	H	A	W	217-659	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00399	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Phalacrocorax pygmeus	Pygmy Cormorant	217-660	A	H	A	W	217-660	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00400	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-669	A	H	A	W	217-669	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00401	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-670	A	H	A	W	217-670	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00402	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-671	A	H	A	W	217-671	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00403	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Phalacrocorax pygmeus	Pygmy Cormorant	217-672	A	H	A	W	217-672	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00404	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Phalacrocorax pygmeus	Pygmy Cormorant	217-673	A	H	A	W	217-673	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00405	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Phalacrocorax pygmeus	Pygmy Cormorant	217-674	A	H	A	W	217-674	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00406	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-675	A	H	A	W	217-675	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00407	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-676	A	H	A	W	217-676	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00408	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-677	A	H	A	W	217-677	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00409	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Phalacrocorax pygmeus	Pygmy Cormorant	217-678	A	H	A	W	217-678	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00410	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-679	K	D	A	W	217-679	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00411	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-680	K	D	A	W	217-680	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00412	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-681	K	D	A	W	217-681	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00413	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-682	K	D	A	W	217-682	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00414	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas crecca	Common Teal	217-683	K	D	A	W	217-683	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00415	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus argentatus cachinnans	Yellow-legged Gull	217-684	A	H	H	W	217-684	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00416	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus argentatus cachinnans	Yellow-legged Gull	217-685	A	H	H	W	217-685	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00417	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-686	A	H	A	W	217-686	C	MA RRT-PCR	p	NA	NA		U		VTM											A/Black-headed Gull/Republic of Georgia-EMC/1/2010(H11N1)
2010_1_00418	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-687	A	H	A	W	217-687	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00419	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas crecca	Common Teal	217-688	K	D	A	W	217-688	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00420	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Podiceps cristatus	Great Crested Grebe	217-689	K	D	A	W	217-689	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00421	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Fulica atra	Common Coot	217-690	K	D	A	W	217-690	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00422	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Fulica atra	Common Coot	217-691	K	D	A	W	217-691	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00423	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Anas crecca	Common Teal	217-692	K	D	A	W	217-692	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00424	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Anas crecca	Common Teal	217-693	K	D	A	W	217-693	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00425	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Podiceps cristatus	Great Crested Grebe	217-694	K	D	A	W	217-694	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00426	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Podiceps cristatus	Great Crested Grebe	217-695	K	D	A	W	217-695	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00427	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Podiceps cristatus	Great Crested Grebe	217-696	K	D	A	W	217-696	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00428	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Phalacrocorax pygmeus	Pygmy Cormorant	217-697	K	D	A	W	217-697	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00429	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Phalacrocorax pygmeus	Pygmy Cormorant	217-698	K	D	A	W	217-698	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00430	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-699	A	H	A	W	217-699	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00431	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-700	A	H	A	W	217-700	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00432	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-701	A	H	A	W	217-701	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00433	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-702	A	H	A	W	217-702	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00434	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-703	A	H	A	W	217-703	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00435	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-704	A	H	A	W	217-704	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00436	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-705	A	H	A	W	217-705	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00437	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-706	A	H	A	W	217-706	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00438	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-707	A	H	A	W	217-707	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00439	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-708	A	H	A	W	217-708	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00440	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-709	A	H	A	W	217-709	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00441	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-710	A	H	A	W	217-710	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00442	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-711	A	H	A	W	217-711	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00443	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-712	A	H	A	W	217-712	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00444	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-713	A	H	A	W	217-713	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00445	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-714	A	H	A	W	217-714	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00446	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-715	A	H	A	W	217-715	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00447	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-716	A	H	A	W	217-716	C	MA RRT-PCR	p	NA	NA		U		VTM											
2010_1_00448	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-717	A	H	A	W	217-717	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00449	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-718	A	H	A	W	217-718	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00450	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-719	A	H	A	W	217-719	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00451	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-720	A	H	A	W	217-720	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00452	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-721	A	H	A	W	217-721	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00453	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Anas platyrhynchos	Mallard	217-722	K	D	A	W	217-722	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00454	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Anas platyrhynchos	Mallard	217-723	K	D	A	W	217-723	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00455	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-724	A	H	A	W	217-724	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00456	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-725	A	H	A	W	217-725	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00457	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-726	A	H	A	W	217-726	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00458	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-727	A	H	A	W	217-727	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00459	CIP047	20/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-728	A	H	A	W	217-728	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00460	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Anas platyrhynchos	Mallard	217-729	K	D	A	W	217-729	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00461	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Anas platyrhynchos	Mallard	217-730	K	D	A	W	217-730	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00462	CIP047	20/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-731	K	D	A	W	217-731	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00463	CIP047	20/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-732	K	D	A	W	217-732	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00464	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Fulica atra	Common Coot	217-733	K	D	A	W	217-733	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00465	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Fulica atra	Common Coot	217-734	K	D	A	W	217-734	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00466	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Anas platyrhynchos	Mallard	217-735	K	D	A	W	217-735	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00467	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Anas platyrhynchos	Mallard	217-736	K	D	A	W	217-736	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00468	CIP047	20/Jan/2006	17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Anas platyrhynchos	Mallard	217-737	K	D	A	W	217-737	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00469	CIP047	20/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-738	K	D	A	W	217-738	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00470	CIP047	20/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-739	K	D	A	W	217-739	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00471	CIP047	20/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-740	K	D	A	W	217-740	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00472	CIP047	20/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-741	K	D	A	W	217-741	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00473	CIP047	20/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-742	K	D	A	W	217-742	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00474	CIP047	20/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-743	K	D	A	W	217-743	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00475	CIP047	20/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-744	K	D	A	W	217-744	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00476	CIP047	20/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-745	K	D	A	W	217-745	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00477	CIP047	20/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-746	K	D	A	W	217-746	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00478	CIP047	20/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-747	K	D	A	W	217-747	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00479	CIP047	20/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas crecca	Common Teal	217-748	K	D	A	W	217-748	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00480	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Fulica atra	Common Coot	217-751	K	D	A	W	217-751	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00481	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-752	K	D	A	W	217-752	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00482	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-753	K	D	A	W	217-753	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00483	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-754	K	D	A	W	217-754	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00484	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-756	K	D	A	W	217-756	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00485	CIP047	20/Jan/2006	17/Feb/2006	natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-758	K	D	A	W	217-758	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00486	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-759	A	H	A	W	217-759	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00487	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-760	A	H	A	W	217-760	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00488	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-761	A	H	A	W	217-761	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00489	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Columba palumbus	Common Wood-Pigeon	217-762	A	H	A	W	217-762	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00490	CIP047	19/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Columba palumbus	Common Wood-Pigeon	217-763	A	H	A	W	217-763	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00491	CIP047	24/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-764	A	H	A	W	217-764	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00492	CIP047	25/Jan/2006	17/Feb/2006	Poti	Georgia	Tbilisi	041.6485	42.1534	Larus ridibundus	Black-headed Gull	217-765	A	H	A	W	217-765	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00493	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Scolopax rusticola	Woodcock	217-766	K	D	A	W	217-766	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00494	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Scolopax rusticola	Woodcock	217-767	K	D	A	W	217-767	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00495	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-768	K	D	A	W	217-768	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00496	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas crecca	Common Teal	217-769	K	D	A	W	217-769	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00497	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Scolopax rusticola	Woodcock	217-770	K	D	A	W	217-770	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00498	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-771	K	D	A	W	217-771	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00499	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-772	K	D	A	W	217-772	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00500	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-773	K	D	A	W	217-773	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00501	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-774	K	D	A	W	217-774	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00502	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-775	K	D	A	W	217-775	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00503	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-776	K	D	A	W	217-776	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00504	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-777	K	D	A	W	217-777	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00505	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-778	K	D	A	W	217-778	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00506	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-779	K	D	A	W	217-779	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00507	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-780	K	D	A	W	217-780	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00508	CIP047	29/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-781	K	D	A	W	217-781	OP	MA RRT-PCR	n	NA	NA		F		VTM											
